IPCC_annex;C_group_IM24_sh;Country_code_A3;Name;Substance;Y_1970;Y_1971;Y_1972;Y_1973;Y_1974;Y_1975;Y_1976;Y_1977;Y_1978;Y_1979;Y_1980;Y_1981;Y_1982;Y_1983;Y_1984;Y_1985;Y_1986;Y_1987;Y_1988;Y_1989;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018;Y_2019;Y_2020;Y_2021;Y_2022;Y_2023
Annex_I;OECD_Europe;FRO;Faroe Islands;CO2;0,87799077;0,919528557;0,961719122;1,004572113;1,049783291;1,094546984;1,130180872;1,167618335;1,202667513;1,241559741;1,279563826;1,307377848;1,336633031;1,364156344;1,394263329;1,425890132;1,460937197;1,498052523;1,532340145;1,563553887;1,588282987;1,599839023;1,605756365;1,606180733;1,609502224;1,624092618;1,639396867;1,658875269;1,681629405;1,708079301;1,756660076;1,790822011;1,821459508;1,850793472;1,890470382;1,922139687;1,935537691;1,943082651;1,953806359;1,965023712;1,976093838;1,987457153;1,998679657;1,999058109;1,998823046;1,999182971;1,999481769;2,013382612;2,029305706;2,044929013;2,05897674;2,072656823;2,088991608;2,103472428
Non-Annex_I;Oceania;FSM;Micronesia, Federated States of;CO2;0,00543131;0,005491432;0,005508231;0,005507347;0,005523261;0,005583383;0,005692133;0,00584509;0,006031645;0,006237651;0,006451615;0,006672651;0,006901645;0,007133291;0,007359633;0,007576249;0,007776066;0,007959084;0,008135913;0,008318931;0,00851698;0,010769814;0,010999477;0,011224815;0,011411154;0,011535192;0,011605924;0,011619186;0,011596198;0,011559064;0,011524583;0,011501595;0,011484796;0,011469765;0,01144943;0,011414948;0,011369857;0,011433408;0,011257159;0,011191384;0,011057373;0,011137611;0,011110897;0,011159596;0,011158189;0,011202139;0,01127803;0,011400929;0,011443235;0,01154453;0,011621528;0,011697112;0,011776232;0,011860311
Non-Annex_I;Western_Africa;GAB;Gabon;CO2;603,6700244;1116,739779;1203,541185;3855,36959;3957,368755;5097,269506;5913,081955;5844,324384;6495,943832;6399,331835;6151,876731;6475,088259;6458,09674;5931,205874;6860,124045;7840,516239;5628,305934;4799,206774;4960,001661;6258,507104;6171,130063;4933,928084;4971,906681;5082,684656;5045,827531;5670,622535;6332,551955;6048,750772;6922,952145;6589,983251;6603,547739;6740,604248;6471,797448;7341,978016;6624,841217;6391,143251;5706,502498;5174,94796;5518,541753;5448,279761;5957,310551;5819,022098;5889,124883;6076,642917;6266,098126;6440,117925;6500,026127;5626,704169;5257,678551;5438,903866;5309,64359;5137,745989;5395,034865;4926,896005
Annex_I;OECD_Europe;GBR;United Kingdom;CO2;673420,1505;668671,3931;657717,1531;690030,9905;644640,1903;623657,2376;629811,3453;638312,4783;636477,1186;672663,5652;608325,396;589020,9909;573100,9705;566265,2719;549960,3004;576542,7021;590533,7047;595184,6859;592890,4476;579287,3921;582348,9842;591481,3009;578182,4001;562131,7312;554624,5327;548082,2956;567364,1979;546492,0484;547104,0831;543718,5785;551679,7142;562908,4714;546905,8771;560427,0026;560937,8502;559328,2643;559756,8249;550228,6605;533747,8529;483361,403;500628,4967;459017,4108;481189,9557;470171,8268;430496,2349;415856,0477;393343,9008;381285,4154;373220,5491;357332,5782;319014,6677;339495,2583;327460,6652;302103,2807
Non-Annex_I;Russia +;GEO;Georgia;CO2;23930,45612;23653,32982;25127,00224;26642,1656;27925,44994;29932,71957;30432,17394;30735,86522;31532,7488;32620,33184;33501,97946;33902,54117;33497,78641;32920,74099;32635,27764;32197,33677;31912,05577;32321,98582;31837,01251;30651,16578;34488,35472;26609,97863;20920,97065;16746,3491;10919,67185;8519,545531;6896,939463;6048,158005;5485,516641;4887,9906;5212,091338;3878,700081;3592,242494;3954,878679;4309,039386;4977,930956;5680,392062;6594,702362;5679,683196;6469,541734;6292,364111;7582,588214;8271,273757;9145,9316;9837,24672;10645,52281;11023,59874;11169,01869;11134,53727;11919,83972;11546,26127;12147,213;12633,94143;12863,5951
Non-Annex_I;Western_Africa;GHA;Ghana;CO2;2344,604577;2384,277519;2496,215818;2550,738594;2718,561499;2894,093382;2959,879183;3055,169684;2971,200509;2634,979903;2663,078087;3174,390944;2733,366902;1726,830021;2000,856074;2341,109551;2538,740423;2707,662135;2842,504039;3171,452818;3131,029043;2902,883215;3427,229248;3535,754076;3763,617958;4044,241432;4388,873091;4616,879034;6269,792901;6842,524971;6085,899553;6573,167089;7751,493847;7279,127594;6800,599458;7187,702702;8721,369726;9211,31362;8746,407747;10047,15718;11248,1355;12131,65164;14640,20705;15563,12196;14997,73303;15788,47547;16193,5294;16964,10664;19132,39264;20201,3964;22149,02112;25009,52302;24788,73912;24163,78619
Non-Annex_I;OECD_Europe;GIB;Gibraltar;CO2;69,48365519;69,49313769;59,58179854;59,97772295;60,03258938;63,02820768;62,46490554;59,37737727;56,22826482;78,78141843;93,95450346;87,58629255;97,62042246;88,15636586;84,94321296;91,15310249;117,1334693;128,5934495;143,888376;137,4560297;143,833892;203,0227734;240,9750265;244,0788072;288,2176348;281,91201;288,1742998;297,5499094;313,1795843;325,6515961;341,221345;349,978721;356,2416949;362,5066435;393,7649569;406,2823529;425,1033707;422,0352785;431,3193247;471,9068873;475,0544813;459,4451567;468,8489077;499,9572195;537,3401643;587,2462404;612,3554918;649,8264553;689,7325105;717,3906803;639,4157044;646,6668977;674,9724135;688,5879026
Non-Annex_I;Western_Africa;GIN;Guinea;CO2;459,3615005;462,0985519;464,6715479;480,6600102;513,6140359;530,440333;550,0087491;569,9863363;581,8502625;661,4387268;650,283605;615,9879177;585,9004999;646,0821234;628,4471108;589,0192884;737,0472034;1072,138259;1006,197164;906,3628242;945,5927758;917,8387512;822,829465;848,1007323;861,6457682;877,6111485;909,2774989;919,5630088;952,1070247;984,980705;1471,015084;1566,187993;1688,876869;1784,638203;1829,331457;1753,895772;1874,554051;1935,642944;2070,274729;2193,228188;2521,446634;2676,273808;2543,946718;2297,154983;2379,142173;2845,213027;3202,914817;3212,703755;3246,666022;3446,163208;3601,072762;3672,964134;3808,831551;3715,383288
Non-Annex_I;Rest Central America;GLP;Guadeloupe;CO2;185,141965;188,1536003;221,5642712;225,3046725;208,4676283;237,208573;224,0567075;243,58879;247,0429936;247,3724626;244,6119615;306,0869178;346,7501172;376,982329;425,2868733;400,3689685;418,9267949;497,1402331;576,4104351;627,3836564;687,3648985;731,9547744;685,5014929;735,5074983;771,3403948;753,4640653;741,5610258;774,6146942;789,612591;797,5445549;617,0381576;643,1478786;672,4592122;696,4482;669,2754872;681,4274699;761,8606807;819,1820844;829,8911071;893,1876307;1015,810873;1111,41079;1110,002023;1113,122311;1113,48161;1115,669342;1114,120074;1114,15359;1116,784556;1115,620579;1114,766799;1114,768998;1114,768974;1167,141168
Non-Annex_I;Western_Africa;GMB;Gambia;CO2;79,22120718;79,25098485;78,88072992;81,6364777;88,10771361;91,52984067;94,90548437;98,27256097;99,86257658;115,2250332;113,1308794;108,3426466;100,6107774;110,1564326;115,9524478;115,6022911;108,6928171;185,6537484;170,5206919;157,2955901;122,2825374;152,4529448;129,6695359;135,9338004;155,9964865;148,8494352;154,4424034;154,523127;167,6930223;172,706578;268,1887453;296,1099613;307,6655367;312,6253962;325,9664792;331,2584542;370,5142255;385,8570838;392,3238934;435,0950947;442,7163547;467,6597871;450,2777138;451,8343382;484,8449099;504,3084967;508,4318014;512,2877607;517,1303245;559,3761084;587,2711383;597,5096054;624,1451745;605,8306102
Non-Annex_I;Western_Africa;GNB;Guinea-Bissau;CO2;44,17478785;44,20260959;44,01405476;45,52943819;49,07053082;50,94840625;52,79618734;54,6393838;55,51350815;63,89983752;62,78154439;60,18519269;55,98797867;61,20609746;78,25609388;87,52647539;78,45699632;182,8389619;193,5040869;180,9801393;168,6961294;211,3500329;189,3163114;203,5088093;202,8144535;208,3551565;206,1522166;216,2387652;220,3556281;226,914453;202,7064375;210,1469443;221,9990122;262,3372206;269,6080916;275,6271946;291,9183004;306,6752025;292,8685906;309,9606659;315,2508751;321,2826023;324,6892196;333,7748342;342,1676137;359,4263284;375,123055;300,2531754;302,0795838;320,2023875;335,4669562;341,3088458;356,4512363;346,0174212
Non-Annex_I;Western_Africa;GNQ;Equatorial Guinea;CO2;41,61132793;41,59813466;47,87347755;28,88978355;35,21909681;38,24057281;38,3264245;38,31348848;73,43894868;70,39901119;64,16313696;83,22357215;64,01692825;41,93515602;45,03062014;42,19185536;48,42129195;51,50866705;57,88873592;77,16146406;71,08633361;74,09724912;74,12499133;77,15734801;1211,709295;1287,283503;1407,86427;1936,229844;2354,203211;2572,774357;2744,625904;3600,605608;3212,236624;3590,569753;6279,860644;6395,675071;6386,334482;7136,403956;6606,718751;5477,848384;5715,902913;5953,99244;5595,088849;5723,319791;5717,868683;5406,875291;5389,252823;4887,037333;4682,641095;4555,088885;4468,988328;4358,191248;4161,193244;3776,752854
Annex_I;OECD_Europe;GRC;Greece;CO2;28858,05745;29907,43568;36728,87309;39298,2914;38510,37606;40512,26209;45464,56249;47686,58611;50303,71226;53216,07005;53328,05174;53008,44922;54147,61381;57632,05661;59033,42117;62446,89224;62039,94455;67229,63952;71736,24614;76417,3846;77902,24664;77928,59317;80056,57599;79583,50114;81205,65646;84253,41467;84241,85883;85191,24099;88643,39151;88893,62461;96054,58039;98109,37398;98073,8433;101831,7227;101575,8785;103624,4215;102378,388;105998,2199;101830,3618;96214,10874;89091,91574;86135,66957;81546,19637;73865,85763;71004,20071;69447,55198;68156,03477;68378,91123;66582,30566;61619,06064;52372,93812;54198,44111;54932,29796;51674,00117
Non-Annex_I;Rest Central America;GRD;Grenada;CO2;11,21780164;11,20753205;13,59583742;13,71262777;12,24142833;14,76823113;13,40736852;14,77587243;14,77591536;14,61404567;14,44996041;18,80978641;17,60112724;17,25809293;19,17117414;19,2401749;23,14590142;30,51768894;33,94728204;34,80397488;50,7731123;50,99267268;52,71183011;59,37138829;69,35128414;62,30426464;66,51578286;90,74786399;79,15160953;80,1856819;57,31071608;58,24027965;63,25503061;69,55148331;66,2420797;71,16231731;81,17280899;90,24371536;98,6463002;106,0808904;118,7345019;91,8598356;94,97361366;122,4639311;109,9233096;116,9823788;127,4351366;127,8652747;130,77198;150,150971;121,8550225;134,7870269;135,3451357;142,6981043
Annex_I;OECD_Europe;GRL;Greenland;CO2;0,78130801;0,807879662;0,830486123;0,849106585;0,866382048;0,880137181;0,892650383;0,90281483;0,912674197;0,923284653;0,936735358;0,953400831;0,973149838;0,99551655;1,019828647;1,0425871;1,063672984;1,086147145;1,106733803;1,125107041;1,142585229;1,163833003;1,182658279;1,199372915;1,216872279;1,235578255;1,255065837;1,270105476;1,289064928;1,309905894;1,339405139;1,365709103;1,388350062;1,414076532;612,84925;619,2359365;634,8737958;625,3819629;644,435848;558,7559184;650,7276024;691,9072489;545,8576335;547,0529835;489,0555405;526,1124886;525,6883561;514,0053546;519,2559043;523,8452907;527,5022109;548,3798667;575,7690493;582,2239822
Non-Annex_I;Rest Central America;GTM;Guatemala;CO2;2500,017647;2498,876852;2741,199764;2910,755507;3019,470592;3320,486585;3291,362615;3773,274439;4172,280366;4651,536272;4666,370768;4032,723498;3685,625281;3129,971012;3513,212006;3692,017513;3206,004678;3585,966592;3523,395876;3755,630261;3914,302627;4137,444174;4850,265973;5385,318078;5820,801345;6792,845023;6671,415729;6976,846626;8702,939681;8666,417422;9685,370829;10174,58535;10692,86615;10646,33403;10851,47833;11771,87486;11915,44778;12700,93189;11568,93231;12197,14716;11776,76688;12146,2498;12581,73012;13535,26584;14533,16019;16974,61163;18039,74574;17152,43818;18754,8403;19679,37385;17642,23052;20243,16213;19977,32562;21349,40527
Non-Annex_I;Rest South America;GUF;French Guiana;CO2;91,01601019;90,94376809;110,8638306;111,8546853;99,61430159;120,6968438;109,3862741;120,8261199;120,8556891;119,5309266;118,1722599;102,0551259;117,0112924;118,9080941;103,9987183;104,3761397;127,199717;151,1950884;186,5699177;220,7192544;257,4582581;283,13251;233,3870762;299,2869897;304,9374861;349,9022852;361,2828782;375,5673916;397,6373569;402,0778009;174,2667499;175,9090058;165,5626373;207,3169921;200,5533468;199,903772;195,0787064;226,5790848;239,365386;325,8796946;328,6558036;357,8707855;362,4098881;357,3400162;353,8216299;350,7311784;359,0939728;356,4608384;361,1272737;362,7367948;360,4276873;364,27449;364,2892329;381,6342017
Non-Annex_I;Oceania;GUM;Guam;CO2;0,147842063;0,150649612;0,153475381;0,156325445;0,159230173;0,162229042;0,165315978;0,168492502;0,171761648;0,175123418;0,17859907;0,182170381;0,185846462;0,189636425;0,193522048;0,197486629;0,201525612;0,205605592;0,209787306;0,214113269;0,218607776;0,22327842;0,228037131;0,232783695;0,237314644;0,24150395;0,245298469;0,248704273;0,251701623;0,254246486;0,256335824;0,258524565;0,258698818;0,256503243;0,252478833;0,250111912;0,249099442;0,250183754;0,251260069;0,253130678;0,2532561;0,25268741;0,251496342;0,250522744;0,249419646;0,24920593;0,264074668;0,294599714;0,339540634;0,362110253;0,361896543;0,351311485;0,3681199;0,387437239
Non-Annex_I;Rest South America;GUY;Guyana;CO2;1502,505377;1502,528385;1524,579546;1766,122998;1558,104974;1840,307095;1865,527369;1868,520714;1760,623116;1681,169875;1773,094747;1772,772623;1442,5583;1294,100021;1402,610924;1440,68062;1364,462139;1345,423994;1395,388342;1234,043796;1173,656757;1145,931154;1082,456341;1088,755982;1414,863963;1532,382422;1581,829888;1723,966375;1749,370794;1737,600352;1662,06712;1645,588767;1623,735477;1619,652848;1673,480426;1483,397973;1334,584553;1607,035745;1605,521904;1629,00389;1761,157851;1833,377262;2002,622435;1977,400476;2065,134716;2074,603197;2457,182628;2468,842147;2580,788967;2793,429772;3329,847557;3269,761285;3322,22187;3304,156195
Non-Annex_I;China +;HKG;Hong Kong;CO2;9526,805646;9565,442719;9851,336998;9938,387908;11388,3795;11269,36676;13083,01948;15168,59957;16171,28749;15120,87636;15557,11181;16740,71322;19054,56595;22558,26487;24922,27365;25943,78641;29794,08397;29811,78688;33354,8072;34274,29066;35044,75919;38496,79801;43492,58771;44463,69548;38138,71845;38627,44755;36096,15733;34409,97141;42572,79842;45539,89511;41900,92951;41856,82121;40951,25429;44517,32496;40751,54183;43005,37348;42432,1682;44431,07865;43130,37266;45145,45628;42227,69422;45182,17709;44646,90136;46185,77245;47554,25525;44245,40794;45079,31606;44134,72341;44059,04577;43508,16022;35155,98867;35075,14539;32626,89889;34672,84259
Non-Annex_I;Rest Central America;HND;Honduras;CO2;1217,85748;1218,560285;1270,33076;1398,13422;1371,291086;1477,122345;1552,781742;1686,260153;1703,284854;1803,744689;1864,500557;1778,688698;1749,124235;2011,680312;2059,70647;1857,918125;1893,19313;2099,302597;2246,851372;2494,395419;2355,342883;2373,734066;2667,823449;2796,414124;3195,611932;3773,407139;4001,364858;4110,10408;4764,299413;4828,771014;4995,445683;5885,507566;6215,687631;6880,226276;7826,407701;7091,428402;8142,392469;8661,150771;8659,420814;8165,3852;7976,887748;9484,146278;9921,728162;9697,229564;9926,386253;10525,95841;10366,49701;9338,239159;8996,439166;10160,80014;8814,126817;9882,245923;10328,39931;10945,76269
Annex_I;Central Europe;HRV;Croatia;CO2;21812,449;21441,1586;21303,26504;22502,32994;23129,82087;23668,29657;22901,85898;22520,0514;23584,09356;25171,55575;22718,5922;24523,39856;24793,53233;27880,76744;28682,07472;29440,77378;31837,3267;31114,47455;34205,38054;32908,15809;24943,93069;18173,22374;16388,98765;16702,48326;15999,3516;16555,93149;17259,88008;18317,80632;19024,72528;19917,40838;19374,61412;20540,17372;21356,03133;22745,25174;22726,13548;22848,41472;23034,25172;24503,58255;23319,48324;21670,87981;20938,74321;20452,26508;18785,35604;18379,10453;17674,76278;18022,00032;18272,57151;18795,3942;17764,36939;17963,7016;17246,02447;17720,13402;17442,4862;17456,50159
Non-Annex_I;Rest Central America;HTI;Haiti;CO2;533,3817909;538,2858738;522,5669303;549,881127;599,0230562;605,7633086;810,9119116;846,6959478;886,2215172;868,3658869;858,9174056;753,1497454;892,8011822;983,0356605;1012,626021;1046,757946;978,9151635;1056,602853;1131,881528;1161,412143;1141,401301;1113,964168;1036,502304;877,4282365;414,0362876;1126,449697;1280,291632;1495,444487;1532,244673;1602,566033;1694,64159;1727,638651;1951,044674;1936,916461;1790,288778;1828,596473;1850,895358;2183,26717;2162,516413;2122,537258;2597,740179;2943,441817;2757,63946;2976,891192;3227,849079;3493,540291;3577,529036;3585,961137;3556,963899;3594,147856;3462,386671;3409,808313;3392,062097;3536,478127
Annex_I;Central Europe;HUN;Hungary;CO2;66272,67589;67923,2424;70050,63486;74870,09395;76916,92165;78410,5938;82382,41888;86279,54961;93694,56351;92335,45301;91603,81419;90360,20528;90554,6035;86841,03444;88407,2036;88348,18312;86956,34494;88062,9623;83356,67838;81107,82942;72321,11118;68427,42521;61713,07082;62705,23242;62450,58025;62358,76522;63587,27326;62316,93265;62218,41543;62624,35525;59477,6912;61001,62352;59973,36097;62671,43047;60808,59088;61204,65286;60667,00279;59132,80663;57825,11452;51689,17074;52334,96614;51427,41259;47643,74674;44788,04111;44822,25632;47535,03232;48266,44651;51162,88758;50907,81831;50775,51785;49003,67129;50253,47989;47601,21165;43825,23189
Non-Annex_I;Indonesia +;IDN;Indonesia;CO2;31099,06999;31472,74143;37240,13418;42010,22886;46938,87425;48771,96894;52504,51732;71776,26043;84444,30977;90893,57579;90573,55268;95632,9652;96376,43025;95396,72078;97619,53589;106017,2179;117082,6689;120194,2423;128647,4581;134494,2308;161778,2452;174664,1888;182556,4162;199853,3312;212745,1291;239103,0236;252019,3192;275537,2886;278258,5367;295273,2029;299092,2978;319583,8125;324964,8138;353638,7058;360165,0006;362607,5337;383433,9069;401881,6189;397276,5722;411374,3836;443705,529;499968,0407;504271,8084;474979,2608;505154,6899;512407,3752;507076,7685;535717,1613;597476,6919;637310,0725;594263,3827;619327,412;656669,2023;674535,9386
Non-Annex_I;India +;IND;India;CO2;213934,4478;214428,1204;222963,2363;221937,3139;237640,9388;253201,7023;270693,5777;276021,8264;271347,0437;291733,2086;303576,4949;333988,4747;351903,7543;374597,3353;412861,7033;431411,7848;468597,8998;501434,0692;532298,5793;570124,3484;600687,2986;646388,8434;669664,2223;699756,2362;743858,3463;796463,8741;833511,9894;877706,5468;900625,4785;961631,0906;995652,5627;1011804,667;1049880,121;1081785,23;1166816,611;1216533,938;1298395,103;1413864,788;1503611,066;1643064,747;1743692,891;1850331,854;2022764,782;2083210,927;2242840,938;2260131,42;2303361,907;2433783,081;2573119,402;2542035,076;2318947,665;2548483,265;2740820,631;2955181,684
Annex_I;OECD_Europe;IRL;Ireland;CO2;20659,53828;23139,7557;22768,33573;22336,45995;24169,40313;22706,64913;23275,34668;24866,27411;24665,95592;29012,6296;27891,4725;27663,93614;27374,39674;26968,76359;26984,5118;28588,19973;29549,87461;31110,86395;30228,24827;31271,07058;32336,44919;32871,55618;32764,02242;32998,40094;34216,45413;34785,20619;36104,50145;37364,9678;39785,57493;41216,5042;43822,66899;46045,38126;44978,80705;44452,58405;44982,04087;47070,86058;47685,00284;46947,77842;46283,6848;41168,67372;40922,75239;37143,43116;37596,32987;36330,97906;36140,3422;37645,01071;39522,14691;38291,36568;37169,67445;35419,16711;33501,68498;35381,73097;34733,627;32482,5757
Non-Annex_I;Middle_East;IRN;Iran, Islamic Republic of;CO2;80349,752;86135,75662;96181,63749;114671,3943;121770,1671;124050,1648;143140,3219;150102,9583;146242,7247;136237,6767;116343,4725;115164,1257;141310,8417;159611,5364;157021,781;167182,591;155970,9321;164901,9815;166390,7398;178644,0397;208463,1784;230208,7132;244512,7745;243299,758;277540,1831;283359,7321;294159,0224;307284,2758;307043,5571;335847,0055;353929,2537;368153,994;384314,4664;405584,8074;434963,1932;468981,2767;506041,0716;538507,939;554970,8596;573024,7722;576559,5846;585779,0972;592334,5678;612488,8255;636379,8508;629340,727;642163,1979;666240,4616;661249,5042;696776,7639;712362,5022;738582,9096;760553,6907;778802,2987
Non-Annex_I;Middle_East;IRQ;Iraq;CO2;23326,72569;27303,77553;27159,60875;29829,24477;32121,50678;36792,54128;46225,25213;42399,42281;46674,95074;57857,64601;52000,37819;36068,26081;38286,85578;42145,15862;47483,30547;54718,91069;61415,93804;61144,92501;65810,33007;73492,63729;69443,76816;54450,16162;75773,39848;100170,3669;109953,8372;109099,0847;100664,0446;121120,1961;94266,90137;74302,13533;88810,44051;100651,8557;95051,54336;82887,51133;90320,97159;87235,37876;84863,087;78428,87073;90670,29849;96849,44356;111492,7098;115905,7528;133044,1823;144409,6934;138287,5216;137903,8576;152303,6265;165679,5131;178470,9783;193655,8825;170446,4956;174836,6057;190475,3382;192908,2428
Annex_I;OECD_Europe;ISL;Iceland;CO2;1934,935926;2033,354511;2246,690628;2583,411372;2528,626556;2373,588923;2396,021287;2465,755674;2540,86107;2627,949919;2432,692228;2340,145288;1979,754049;2021,10541;2245,91868;2135,109705;2142,219707;2180,192685;2301,142382;2301,34791;2341,671842;2293,536395;2308,003398;2408,927139;2522,611374;2442,298761;2710,425189;2626,348871;2709,7587;2742,404048;2854,056707;2958,960708;3130,18607;3101,262557;3176,806301;3128,441218;3242,706238;3476,068583;3780,733937;3828,280317;3737,238523;3604,618355;3645,902137;3711,37327;3464,602714;3629,921016;3179,596759;3330,655197;3313,931153;3174,701225;3028,983455;3226,77902;3250,115154;3086,232416
Non-Annex_I;Middle_East;ISR;Israel;CO2;14914,91578;14932,14105;15736,27514;16846,92594;17302,54315;18196,13928;18173,04397;18964,15527;20192,03756;20565,10936;20424,60798;21270,02686;22467,75056;23293,53937;24139,4667;25810,53503;28120,76927;30684,41273;32561,11714;33792,18857;35223,40591;35873,4335;38409,65074;42118,13063;45084,82882;48204,68979;51274,88957;52946,882;53513,78183;54956,75505;59301,10682;59266,13693;62526,88167;64284,82342;64105,51588;61974,62909;65144,65009;67530,40523;67889,62361;67119,29163;72033,71081;71218,27395;77661,90218;68356,43158;66016,76758;68073,5109;67661,81663;67927,68835;63577,68593;65457,52042;61527,70361;61090,70765;62854,10388;61254,98856
Annex_I;OECD_Europe;ITA;Italy;CO2;314930,743;329601,7783;347705,2909;369867,8394;372397,7757;356223,596;382895,1357;371907,8584;379300,9867;395252,101;398015,9064;386229,5835;378052,8184;373715,9225;379190,8187;378926,5223;380777,1551;400334,8889;405096,6836;423229,6896;426416,8562;425342,1315;423456,5782;416694,3003;411155,9812;435301,5972;430262,0812;433694,3512;442922,6727;449745,6589;454717,6582;454074,2054;461367,4809;481155,2883;492650,955;493492,9816;487931,3617;480720,1486;465396,9487;414212,7033;424040,278;414907,024;394857,325;362099,3952;343352,3451;354020,5147;349447,0707;345934,0111;340608,9043;332487,739;295874,7476;334276,606;332765,7623;305490,1807
Non-Annex_I;Rest Central America;JAM;Jamaica;CO2;8049,851542;8037,462043;8005,982139;8547,597025;8850,31395;7440,716357;6612,407796;7236,735765;7405,800959;7131,920514;6877,307525;6802,848138;5799,063634;5868,933613;5471,842827;4872,85828;4655,557964;4816,384293;5056,369694;6470,138732;7666,705538;7577,632612;8267,872689;8416,767964;8499,85136;8789,6238;9168,672492;9383,364484;9882,033581;10144,6581;10212,36057;10276,58679;10224,8596;10530,52114;10577,14463;10613,49273;12281,94989;12203,99108;9838,641388;8014,70796;7660,595018;7568,848578;6979,384413;7449,135772;7185,674392;7072,279037;7590,582781;7277,680695;8660,79392;8437,30481;5890,156173;6439,130757;6368,99937;6864,732681
Non-Annex_I;Middle_East;JOR;Jordan;CO2;2740,468066;2761,106893;2315,361155;2613,627862;2841,097546;3150,991282;3771,093097;3904,191107;4733,452104;5048,025926;6419,434879;7409,142557;7839,812501;9055,426947;9918,339023;10141,77532;10775,27463;12025,00501;11587,27186;9510,508472;10071,1844;10088,27777;11968,27196;12434,18059;12994,41543;13805,65105;14127,82414;14620,29796;14835,68573;14863,08642;16465,29636;16507,57862;17206,50568;17648,74521;19020,4456;20316,50708;20544,95772;21343,53651;20493,23226;21062,92743;20587,31421;21013,57736;24533,40338;24101,11999;25841,42881;25632,65838;25234,44208;26549,82887;25256,90692;23672,24329;21517,69799;22309,00504;22335,79539;23578,98146
Annex_I;Japan;JPN;Japan;CO2;848751,5695;846452,0909;893001,5699;1006624,484;1003188,156;948680,1429;980733,1501;1005778,875;1006374,062;1030144,046;1003143,378;981585,5389;939760,7266;943244,7069;1011048,755;983457,6311;980480,0308;987784,011;1060668,08;1090494,256;1166823,707;1176860,426;1181881,229;1174745,544;1227960,951;1238639,846;1251462,375;1236953,854;1189763,73;1230727,461;1248806,757;1235222,143;1269429,487;1276711,259;1271384,113;1283017,649;1260299,181;1296250,717;1224959,279;1161412,059;1220453,499;1273345,496;1311299,788;1326710,105;1276255,487;1235418,674;1232876,857;1217848,429;1179217,637;1139497,426;1072169,518;1084921,641;1009978,727;944758,6103
Non-Annex_I;Asia-Stan;KAZ;Kazakhstan;CO2;185048,3524;184790,2029;196720,3394;210177,3796;218322,3022;227904,3425;233997,3695;237553,0424;250333,7291;255004,0917;263837,8019;249834,517;239535,7247;235024,5414;227538,5706;220729,1754;221369,5835;236052,1559;244127,3803;241178,6995;248626,7077;259927,3028;265308,1518;226122,5382;203820,5549;180320,8096;158019,1364;137305,1855;141581,1054;129648,2038;132218,9739;130471,4279;145528,3602;162148,6667;174550,6143;187591,012;210186,4823;219597,7932;259612,5876;231364,9012;249891,8072;268328,3694;267279,5767;286199,5551;232297,0556;205386,3488;215730,8122;227683,7669;228893,0449;216935,4316;224730,4208;244864,2611;240220,4344;239867,1134
Non-Annex_I;Eastern_Africa;KEN;Kenya;CO2;3748,038459;3747,825075;3913,243432;4053,505337;4092,583852;4029,114022;4586,078271;4904,878759;4907,07002;4846,126711;5197,39688;5166,127948;4839,402981;4520,189618;5235,793257;5382,639882;6011,908448;6253,976954;6220,805556;6565,71439;6465,72671;6216,112997;6295,198347;6189,838551;6283,718031;6717,428455;7396,577701;7112,826894;7780,708962;7985,978491;8905,069769;8250,791284;8007,690173;7229,343897;8050,29668;9023,752797;10052,51271;10052,17703;10611,87943;12510,85021;13550,50983;13984,75834;12988,27907;14337,85243;16398,09732;17739,6284;19230,27758;19938,80485;19113,61016;19413,45395;19208,46858;21487,80879;21389,60598;21733,6726
Non-Annex_I;Asia-Stan;KGZ;Kyrgyzstan;CO2;15452,57372;15473,38493;16431,18633;17303,31091;18072,98573;19138,377;19819,97227;20346,87443;21313,618;21844,85971;22964,69688;22034,4843;20884,94949;19780,0971;18819,11877;18270,25821;18176,74524;19866,51653;20566,49534;20626,05686;23656,87204;21261,55965;13998,86916;10287,14672;6730,284684;4757,979047;5915,621506;5836,762141;6156,822095;4913,881168;4797,754827;4030,654949;5038,320569;5659,782871;5610,458375;5613,029124;5590,054618;6740,922657;7823,173881;7041,249781;6605,318291;7903,558961;10440,68818;9686,217664;9941,11277;10315,6806;9740,853507;9636,589561;11471,14527;10225,96513;9307,726833;10504,96531;10310,97819;10463,98685
