IPCC_annex;C_group_IM24_sh;Country_code_A3;Name;Substance;Y_1970;Y_1971;Y_1972;Y_1973;Y_1974;Y_1975;Y_1976;Y_1977;Y_1978;Y_1979;Y_1980;Y_1981;Y_1982;Y_1983;Y_1984;Y_1985;Y_1986;Y_1987;Y_1988;Y_1989;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018;Y_2019;Y_2020;Y_2021;Y_2022;Y_2023
Non-Annex_I;Southeastern Asia;BRN;Brunei Darussalam;CO2;2024,34964;1871,014292;2202,737202;2674,687608;2775,873064;2861,245296;3307,069328;3385,361658;3490,047137;3163,565342;3954,09486;3321,701399;3699,119069;4030,908666;3903,88299;3848,688903;3623,641882;3727,25954;4058,094284;3994,619392;4299,984904;4909,512669;5361,32421;5410,811509;5493,793835;5813,618542;6107,377706;6501,023937;5742,975416;6008,185089;6074,632104;5861,557267;5557,861264;6452,635964;6268,808657;6008,864356;8615,294084;8184,232969;8907,643184;8020,787664;7379,347222;7861,050462;7622,25783;7788,961453;8106,560706;7365,137568;7899,241425;7871,414091;8030,139323;7603,310421;9903,697728;9746,240966;9448,486365;9716,060497
Non-Annex_I;India +;BTN;Bhutan;CO2;35,12965604;37,13527116;40,32584023;42,36415813;43,1815205;42,76847135;44,62577403;47,08976827;49,7056023;51,31768566;51,81417704;78,17465655;77,77634624;78,95134538;77,52210611;82,50013299;83,11384848;128,8109585;133,7423429;135,5184895;181,2304011;188,4438472;186,6287982;199,7300183;258,7190038;322,1153734;359,4775665;379,9733734;397,8468745;402,6673379;407,2418064;434,716328;471,0337416;480,0517008;481,0213283;518,4754058;544,5000394;558,7243634;563,1357755;788,0546384;895,8375841;1100,071839;1048,179469;1099,608278;1122,333419;1304,683999;1419,258611;1544,410091;1794,914878;1964,060792;1736,926887;1870,268974;1926,685585;1986,674423
Non-Annex_I;Southern_Africa;BWA;Botswana;CO2;153,4208746;153,5240158;197,0114354;262,3044562;453,1787207;560,6061191;817,8536368;933,4805757;1054,547504;1200,620195;1267,809597;1385,70878;1445,896366;1416,804388;1411,810084;1511,185166;1738,05997;1803,614097;2164,139636;2385,213351;2822,639742;2791,845368;3397,227004;3350,617235;3212,448691;3341,548073;3012,004249;3215,562074;3827,165786;4032,873519;4099,235911;3955,339186;4174,873386;4134,958619;4053,016723;4390,298381;4148,144042;4422,408631;4508,886906;4122,657108;3373,978701;4004,514532;3512,341545;5512,198222;7136,718803;7087,680176;6750,652976;7443,115061;8205,733731;7337,079404;6088,470578;6596,403565;7282,656751;7424,698218
Non-Annex_I;Western_Africa;CAF;Central African Republic;CO2;75,60930378;75,6384924;75,38496866;77,90267655;83,86395317;86,95860829;90,14399282;93,1873165;94,72105452;108,7731568;106,9606053;131,8583141;131,9282025;154,0585073;139,5400725;139,2456219;174,0531564;223,3507103;205,5458361;189,9940757;158,9327004;209,349687;169,1235442;184,0506841;193,0234724;198,2984381;215,8114174;215,9436002;220,0383758;226,4669024;258,467822;271,5395502;277,6304535;262,2419746;256,1617298;252,8708441;270,3513385;267,6808529;201,3536078;196,0554565;200,8078884;219,3865359;224,0107748;150,6503442;162,0784672;231,4695308;249,1612211;259,3322719;269,2384862;291,4882046;303,1469053;308,4220377;352,8130964;368,3775934
Annex_I;Canada;CAN;Canada;CO2;358127,1957;365785,1068;383035,5329;401982,0757;410057,8601;400214,3053;413362,9276;427871,7711;431029,9006;445196,2168;450430,6697;431773,5242;413774,0146;407423,8776;426778,3738;426650,0088;416580,3928;429318,1558;460339,8032;475470,6603;440475,2774;434521,5948;447281,9847;446627,3023;463853,073;475914,706;489835,045;505607,146;513801,8522;523395,2523;543044,7775;534309,7077;554030,9324;573683,9082;559729,2585;581095,7415;573541,0635;594020,2191;574562,5101;541804,1778;561603,2639;575891,4619;567270,4546;575245,3083;580482,7607;577129,5818;575871,0664;593044,2431;613658,2244;607249,5706;546675,1259;561625,8633;575321,3118;575011,9627
Annex_I;OECD_Europe;CHE;Switzerland;CO2;41453,34559;43409,27778;44107,60632;47735,58737;43044,50493;40634,1587;42319,96995;42742,88655;43948,99502;42629,78414;43393,6268;41015,21925;38797,52362;42892,62094;42380,55511;45576,99049;45482,7325;43891,17809;43846,19295;43656,65917;44809,45309;47124,62133;47083,1204;44769,63101;43836,66501;44622,79645;45172,55328;43884,94329;45342,98644;45607,13499;44799,88612;46223,50542;44597,91707;45887,70634;46429,37262;47061,77232;46628,83215;44647,55968;46017,87691;44653,92347;46335,021;42298,62422;43609,0197;44616,83572;40909,73844;40232,98194;40789,67569;39806,87649;38501,31963;38379,15589;35886,78208;37579,24275;34413,31482;34221,71286
Non-Annex_I;Rest South America;CHL;Chile;CO2;28389,75374;30835,87269;32177,49664;32093,89214;30262,6874;27466,78478;28098,16975;26194,25305;26897,72739;28528,42797;28382,12891;25895,30027;21892,65429;22395,87866;23629,01255;22832,97858;23105,83336;23341,15158;28279,57506;33972,53161;33217,53456;31788,93141;32871,33239;34902,92725;38135,2489;41785,29114;47887,93473;54352,56168;54856,51327;57390,24107;53851,64556;51657,30307;52192,20378;54119,40857;58493,7585;59136,12103;60353,12429;67744,88485;71316,87428;68218,09335;72315,426;79067,61;81340,37753;85402,03038;78695,43172;84348,74752;88831,89985;89717,19737;89784,79142;95215,15586;87478,19544;89074,29145;88845,03381;83999,23167
Non-Annex_I;China +;CHN;China;CO2;909976,2417;913419,3571;973909,8745;1013661,37;1031209,355;1182598,584;1230625,731;1383522,21;1559421,164;1597352,797;1563216,18;1549103,375;1619324,515;1704076,593;1858547,907;1878475,241;1994733,636;2133278,226;2293582,59;2372094,593;2414279,799;2550199,291;2669780,936;2890201,14;3046951,727;3365814,69;3340302,239;3437362,419;3522102,922;3447880,086;3666951,049;3844835,669;4150577,954;4790864,418;5520736,893;6264745,297;6951946,758;7555487,992;7783426,401;8349805,116;9134072,391;9984472,456;10297904,98;10792138,42;10916922,76;10776912,73;10805051,46;11037127,07;11572416,38;11850592,88;12022432,96;12621614,75;12526826,28;13259638,95
Non-Annex_I;Western_Africa;CIV;Cote d'Ivoire;CO2;2615,793703;2667,636658;2964,846584;3049,881625;3133,220276;3402,904548;3888,649668;3857,025725;4463,101377;4162,925484;3960,129063;3624,639041;3445,519974;4055,516664;3614,571503;3312,410029;3459,081629;3375,541446;3413,225349;3279,138315;2972,071594;3064,801621;3052,035907;3238,264203;3384,454446;3702,821958;4631,987821;5638,920646;5464,605766;7297,056772;6967,123587;6986,894012;7387,323319;5814,333508;5995,655884;6395,466607;6278,608751;6234,845824;6918,449728;6411,240082;7314,830306;7078,360135;9020,131273;9800,98661;10459,07361;11265,01373;11403,45411;12329,80333;12342,89052;13190,28696;13080,58152;14513,40757;14763,33479;14412,45478
Non-Annex_I;Western_Africa;CMR;Cameroon;CO2;871,0899274;927,3548733;967,3096;1010,031703;984,6978739;1248,318661;1162,083095;1623,642354;1758,800777;1910,417635;2036,287715;2174,595657;2305,491004;4656,101445;4866,637743;4777,318422;5785,057433;5259,666487;3313,794162;4760,9207;4754,072869;4530,615193;4354,506193;4758,437325;5146,629456;5155,624552;5285,854905;5321,094911;5539,051802;5333,593658;5725,732306;5699,573831;5617,109047;5733,514004;5634,367424;5468,851224;5573,680936;6733,767167;7066,087878;7711,269321;7824,167449;7425,121983;7506,666458;8174,130079;8864,486224;9178,9532;9696,096565;9847,932274;10513,02664;10237,42842;10380,48217;10231,28009;10826,49102;10755,63149
Non-Annex_I;Western_Africa;COD;Congo_the Democratic Republic of the;CO2;2926,446569;2956,675308;3041,257198;3059,926556;3214,599309;3159,559223;3100,470136;3209,751926;3232,395363;3575,856282;3539,178201;3784,636321;3043,814252;3979,307848;3887,112285;3631,596483;3399,950892;3734,632293;3876,854503;3684,96246;3369,236496;1894,451588;1628,104595;1569,838322;2482,802051;2315,091841;2559,536783;2566,622085;2555,37004;2361,253415;1876,321383;1823,951397;1913,611641;2318,177031;2214,124976;2482,129279;2550,922165;2817,973123;2891,445501;2809,267292;2944,381348;3367,80367;3015,202385;4193,613904;5385,998957;3490,859279;2689,883706;3129,221135;3102,673032;3354,527156;3458,225604;3510,292037;3891,988706;3799,541205
Non-Annex_I;Western_Africa;COG;Congo;CO2;1803,247983;2065,58136;1978,164735;8958,83502;12884,31875;7965,05796;7696,88045;2469,36967;1529,36174;1388,821845;1823,142168;2047,958336;2375,270859;2449,503168;2417,370228;2456,459445;2393,26463;2444,437736;2417,144672;2419,985354;2384,468813;2432,938761;2372,735796;2341,791462;2143,928292;2729,989106;3286,181847;3384,117841;4026,303373;4168,711135;4511,549076;4398,513872;2859,053928;3566,149732;3619,40667;4330,158263;4817,175922;4264,252287;4431,737575;4915,821722;5290,947718;4850,643374;4478,551455;5438,21468;5276,175485;5749,850774;5589,845884;5530,655408;6386,482741;7202,048818;7368,594944;7018,83379;7719,590408;7250,789807
Non-Annex_I;Oceania;COK;Cook Islands;CO2;18,76431327;18,7645718;20,00935094;24,07961381;29,56154878;24,40547502;24,04292105;25,38757493;25,19022728;27,07136678;29,15380408;57,67418762;56,80813449;56,16701472;50,12691282;55,45716027;35,92147981;40,90181682;41,25301223;39,7168973;41,10688732;29,57205895;46,87417858;47,49118007;48,80635707;44,28311038;44,78849514;46,13257305;47,47490254;47,45744251;60,92072292;61,41565356;33,99675513;30,74241018;49,62306784;81,0771465;83,93751495;71,88095576;73,66106067;65,69630567;82,63054339;93,25291175;98,09282292;103,5874196;110,5487348;99,9660568;105,4250674;114,9334764;116,938739;122,1667769;124,2184348;130,2588283;137,4981635;142,2108289
Non-Annex_I;Rest South America;COL;Colombia;CO2;28851,77737;29158,16809;29879,07142;30828,54868;31934,60711;34333,21;36633,07777;37618,43572;40119,82124;40344,76095;41088,47046;41597,3072;42191,06225;44279,03726;45018,76143;46563,59537;47081,71513;49107,04937;49618,71408;51154,93094;53321,72137;55109,93773;57172,96579;60434,40131;59953,49272;62741,89774;61793,17824;67048,33746;68156,5418;59461,88571;62574,16321;62202,45811;59763,57847;59260,23826;59285,5356;61051,0784;58166,18093;60355,42638;60297,04788;63761,27311;65773,7585;70794,02264;71070,40246;80928,66446;82171,14375;83522,70834;85853,00775;78178,24948;82001,2057;82706,47459;80864,94713;87947,7488;91760,50397;100862,7109
Non-Annex_I;Eastern_Africa;COM;Comoros;CO2;21,8669589;21,87896354;21,78048643;22,53511413;24,30561972;25,24733898;26,17921046;27,11142087;27,56154177;31,76231113;31,20331899;29,90662175;27,80752987;30,42079699;29,40570134;29,32502426;16,98461082;50,26065562;46,14843892;42,65329049;39,2642394;47,35158158;40,30780631;39,36674663;39,25222264;40,29824624;41,80909193;41,86869394;52,88189397;54,45964411;90,86045753;96,44781656;99,78068275;129,3780972;140,1322726;135,8286206;163,2682341;106,85592;107,062413;133,0278942;156,633221;142,0968899;147,4369796;176,8448509;154,9522425;169,7707848;198,426277;255,2094313;278,6803073;318,4830222;334,4454291;340,2580786;317,237361;317,6950124
Non-Annex_I;Western_Africa;CPV;Cape Verde;CO2;149,9662473;149,9730212;149,2062748;154,4020093;166,6898928;173,1589355;179,5361902;185,9000893;188,8771658;218,1390147;214,0672335;204,8419979;81,81487577;89,6020947;105,5717212;105,2058874;34,04170391;50,52243644;62,49599284;69,44904907;53,71612587;67,28075172;66,85665334;65,22277482;76,38727202;76,40734982;91,41409459;91,4670146;93,20816042;95,984126;282,5584372;322,7876602;359,2067481;360,2471598;389,3366298;607,964999;667,2183551;747,5282603;728,7418678;710,112128;753,4788647;879,8669515;758,6006498;741,2994476;776,3430118;784,0560875;822,4310231;869,4770331;875,1133058;928,0564472;975,8048392;992,7440321;1037,082531;1006,330128
Non-Annex_I;Rest Central America;CRI;Costa Rica;CO2;1433,42854;1446,515395;1621,356817;1831,875514;1798,04143;1971,092636;2028,497725;2556,312853;2762,171223;2755,008841;2490,498503;2306,169761;1971,579179;2001,410953;2077,832766;2190,520259;2286,039667;2410,253766;2551,726428;2882,394411;2914,847344;3152,257724;4241,721131;4263,528719;5002,841023;4965,956015;4742,075639;4676,283513;5170,93459;5161,373449;5119,749584;5520,401431;5634,15456;6056,31846;6167,300812;6352,831368;6902,00193;7699,699245;7635,041693;7326,641139;7245,438212;7705,872049;7644,77185;7945,201808;8055,959765;7770,036548;8243,485739;8390,805214;8453,685364;8206,739522;7180,347197;8018,486486;8090,026797;8573,344504
Non-Annex_I;Rest Central America;CUB;Cuba;CO2;21891,7389;22069,33041;21692,77315;23381,97301;25360,66458;26075,3911;27514,08381;29998,86135;32158,90089;32567,73728;33403,36057;33653,19948;33465,2271;36035,70217;38027,4565;35392,22619;36030,0143;39245,52299;40924,78691;41715,1991;38660,37168;30122,54481;23912,45502;21869,61894;22498,47517;23940,11291;25929,35396;28378,56565;27858,37789;28638,2352;28991,84547;27819,47321;26561,86968;25794,459;25313,3757;26241,29468;26809,34308;27693,11019;26746,9553;26961,53049;28207,0445;27766,82827;28933,87992;29093,91524;26924,36776;29470,57801;27371,30107;26493,21245;26847,98178;24578,2001;21599,73673;21148,27359;20847,57015;22066,98748
Non-Annex_I;Rest Central America;CYM;Cayman Islands;CO2;25,52111126;27,31873743;35,51104729;38,06512916;35,89617768;45,90024629;43,79050992;50,78241143;53,21184891;55,01744867;56,75209128;57,99219553;58,52898621;61,59321384;73,22747036;75,85239069;83,84158599;94,3355502;107,470356;110,1843988;115,0402576;113,7435278;116,3488812;107,8459145;126,913641;133,0120324;131,961622;135,5194067;138,7593303;140,5864222;131,4653887;130,1851243;142,581961;150,2161116;139,2595577;146,4826085;163,860575;204,7996311;222,2641781;226,9430936;246,5931991;199,0078961;190,4057153;216,0535842;231,4686747;250,234018;262,5915977;280,3942481;269,6548793;376,6338458;305,6217387;338,0959104;339,5196407;358,0147117
Annex_I;Central Europe;CYP;Cyprus;CO2;2167,528941;2184,266587;2663,431358;2771,585228;2122,186764;2163,576557;2631,473779;2793,804261;2903,714938;3098,403506;3269,900139;3131,310151;3164,957305;3150,692314;3202,722069;3146,376368;3497,542821;4059,311623;4114,173743;4350,866069;4638,500377;5160,491826;5488,349461;5744,874571;5988,864172;5858,777082;6221,528357;6311,588133;6615,241646;6876,430451;7132,102341;6997,517341;7174,793092;7843,211059;7788,302232;7905,219091;8010,564676;8308,270434;8493,628196;8286,556511;7913,449051;7655,68265;7120,796657;6439,486755;6816,116167;6855,02714;7220,691844;7361,895697;7212,72518;7215,465102;6801,409018;6904,179862;7185,309534;7183,299498
Annex_I;Central Europe;CZE;Czech Republic;CO2;188286,1138;188545,3784;188477,2515;186522,5336;169764,7159;177044,3627;182448,0228;192938,7869;190771,5456;200516,008;193513,2673;194166,4337;196148,1907;196801,6101;199356,3246;196748,8148;194794,3079;194638,352;190622,6612;183085,6154;165491,9831;150151,9344;144373,6511;139845,051;134360,8096;133589,829;137395,9288;134009,8662;127963,7335;119712,7705;132313,165;132222,0204;127397,5658;130662,3325;131526,7087;129042,1269;130785,0166;132329,7187;126114,7916;119707,41;120989,1028;118112,9189;114023,1595;109525,9484;107232,8218;108284,6692;109808,2302;110375,0086;109338,9385;103303,2474;94391,5667;99148,07759;99432,54513;90512,80348
Annex_I;OECD_Europe;DEU;Germany;CO2;1084657,531;1077419,205;1105290,332;1157720,284;1122506,646;1060566,106;1122934,719;1101444,127;1139316,953;1189477,081;1135598,396;1099965,314;1054040,136;1069550,522;1085737,302;1086340,214;1080194,01;1072252,383;1065979,888;1050768,962;1013031,618;992035,304;938101,2735;929647,0401;915604,0557;910820,5243;939695,749;907821,0428;906950,8195;871023,6324;871735,6744;885818,3408;870311,638;878276,3013;863724,7474;842099,331;855855,4528;826992,6186;830355,0777;768553,0635;815378,388;788547,7043;800464,7518;818278,3726;779223,1199;785387,1812;789713,7865;774948,1794;747214,4765;697008,4883;642552,0468;677803,873;659501,8471;582950,5817
Non-Annex_I;Eastern_Africa;DJI;Djibouti;CO2;711,5889409;711,6094113;707,9639835;732,7261364;791,2727633;822,1067963;852,511147;882,8441873;897,0504787;1036,418175;1017,041256;778,6093838;722,0561513;593,5863655;477,5302324;475,8430937;444,9047586;642,7397959;576,9407689;1227,001025;973,2257094;1222,017078;1046,255754;1029,16188;1053,487868;1072,615072;1113,076046;1123,149337;1144,524439;1178,716452;739,8402105;750,2378058;778,424225;820,1440917;791,163732;755,0073741;730,6568826;748,7248503;810,5525658;730,3345608;815,5547734;632,9298457;807,2511747;886,3857908;885,934182;809,7200693;738,7860185;663,7699176;718,2524891;707,4657881;734,8234069;792,8284738;748,484005;749,2042564
Non-Annex_I;Rest Central America;DMA;Dominica;CO2;7,588009887;7,584123269;9,178486023;9,259210985;8,281500249;9,968830723;9,066564256;9,985742614;9,991067922;9,887492943;9,780255663;14,22868132;13,32055955;13,05916777;14,48985496;14,53873431;12,4686472;18,45959313;21,30374816;21,8399004;21,33167751;21,42295792;21,56296438;38,78562387;51,19524304;58,90136855;64,58728997;62,87269064;36,05120388;61,89034459;55,42464257;55,80410482;50,70603714;57,62185138;61,47031362;60,48664225;64,21705471;76,78661026;73,55567182;75,03198559;77,32612093;59,54706243;54,32483144;59,93489005;66,94517654;72,41899296;77,71026964;69,16734567;74,90098956;84,05507667;68,37519085;75,50204781;75,8042474;79,85481081
Annex_I;OECD_Europe;DNK;Denmark;CO2;61953,38088;57684,29012;59732,37415;58782,79423;52382,01993;54667,37734;60376,60254;62082,49931;62020,4464;65441,29415;64867,85272;54553,76836;56846,74308;53308,84718;54945,88198;62743,23919;63374,76856;61409,68895;57488,57324;51804,45824;52425,97525;63083,94488;57389,0322;59711,15507;63691,43083;60587,9593;74014,71995;64248,33348;60259,063;57282,09945;53155,83929;54754,23954;54275,34164;59704,09756;54139,04022;50670,18375;58621,88143;53883,60149;50633,97829;48443,05353;48556,61692;43487,54668;38592,08644;40339,12786;36204,29317;34073,5922;35706,42807;33572,35613;33654,43743;30202,15822;27796,71832;29395,91392;28141,52765;26772,91179
Non-Annex_I;Rest Central America;DOM;Dominican Republic;CO2;3882,248656;3930,367898;5059,462303;5075,900543;5428,103103;5634,373905;5781,889164;6246,504386;6364,113352;6722,530429;6917,622503;6577,261732;6396,953577;7413,112843;7795,228591;6851,271411;7661,148772;8806,561466;8832,540099;9409,281841;8046,901328;8426,091231;9777,472913;9655,896134;11283,63522;11996,41646;12905,0639;14682,7528;16789,34402;18201,66556;19008,18276;19140,43569;21014,24365;18791,85864;17421,41735;18786,17038;20574,87441;20748,20179;20714,48978;19834,57434;20920,72442;21120,35286;21877,80851;21476,6892;21693,78163;23868,30409;24864,8917;23779,12077;25620,84641;28524,56189;26900,25324;29666,21789;29644,2087;31350,8129
Non-Annex_I;Northern_Africa;DZA;Algeria;CO2;19690,62607;23011,07187;35151,10826;47299,13495;39900,42538;36407,39337;47074,14478;52149,51958;57354,07359;57423,36299;57203,57769;54001,4982;56863,08808;59193,01575;62358,49106;71684,19505;74948,76293;72230,15037;72939,22147;73193,93398;72159,34175;75191,80188;84781,22107;82972,67182;81152,44223;83816,68074;81506,02105;79620,82334;81438,91389;84952,5627;87936,21649;85820,2708;89684,10032;96502,44172;96621,77809;101396,9792;105501,0426;108912,0721;113702,3792;116085,4702;118614,6578;124794,9774;140259,9072;145703,2414;155010,8349;164862,1357;160990,3196;166551,4382;174835,6794;181649,3186;171893,0606;179742,0533;186644,4474;180357,6499
Non-Annex_I;Rest South America;ECU;Ecuador;CO2;5019,030335;4490,0913;4480,054816;5665,389451;6917,075714;7496,493273;8585,874221;9978,270386;11214,03785;12152,71662;12793,35002;14087,02197;14182,11132;13330,40954;13998,11598;15058,02247;15747,95891;14490,81589;16270,86593;16336,58462;17554,09721;17591,37951;18531,27606;18079,21127;18951,31079;20801,75653;23967,22433;24977,56538;24506,79238;21696,28804;22042,69411;24309,07121;24296,13343;24836,81102;26226,30201;28236,92845;30232,1183;30839,625;31872,26166;34674,52391;37374,14922;37747,29786;37922,81903;40349,07293;42542,62924;42263,22517;40971,8603;39764,06662;41371,735;40826,24509;35712,46758;39889,57349;42260,22134;45328,1604
Non-Annex_I;Northern_Africa;EGY;Egypt;CO2;25449,945;25157,69107;27337,9284;25453,71954;29425,95126;31724,4971;36672,43902;37832,56667;38314,47479;41609,42485;45703,66464;51658,17408;55818,52368;62160,04365;68438,28693;71816,78074;74984,26715;81260,86772;83420,22486;88572,29654;91500,94266;93673,79807;97445,02255;97783,06313;93222,82145;99726,50286;106918,9237;113774,4179;120120,9167;129403,421;127910,3147;141198,8293;144957,4977;147850,3411;160413,5269;178383,2028;188871,5547;201951,741;202015,2189;210334,923;211745,8686;219332,1841;232941,3394;228738,8452;233092,9981;239392,5378;250097,3517;262076,5549;256574,8824;237063,8939;226188,3868;249736,4995;247160,6632;249331,8513
Non-Annex_I;Eastern_Africa;ERI;Eritrea;CO2;341,6926033;339,9043412;321,6699705;324,5550094;317,2040387;301,7155796;293,9640635;249,0146041;258,6397541;286,8175133;301,0996085;339,5258879;317,6139599;322,4945026;323,7910878;333,2076398;291,4251509;296,5422884;305,5656221;312,9552664;329,2092875;378,1746516;491,0444235;683,5949834;770,8357575;834,0420822;917,1480778;858,8147039;639,4012965;679,2490764;670,2506436;735,3061405;725,5380402;700,4049078;717,3330292;604,1816218;543,3599232;530,0397151;463,0398802;480,8773081;516,7241091;616,6098048;634,2509216;593,5391029;595,5505027;577,5875425;597,1496482;586,105463;655,0240597;673,5214003;671,7797849;712,1640289;667,389735;668,5002595
Non-Annex_I;Northern_Africa;ESH;Western Sahara;CO2;86,83008036;86,8291072;85,6482626;88,00533645;94,28957959;99,43407307;99,8608964;103,3880297;100,5873577;111,4108709;122,4520937;112,4402113;115,6003484;118,5102335;115,4043809;129,2285467;133,5894809;174,8627838;163,187875;150,9540878;149,7029177;181,0645131;160,3487156;149,7844019;150,9991588;175,6540642;179,0429203;187,7182329;190,3115443;197,8196021;255,3337217;258,8508117;258,2354433;264,1465342;263,2410855;259,564021;260,0216665;256,0639966;257,5094323;255,5930732;252,9544485;238,9015302;239,4837822;238,093037;233,4424392;238,077573;240,0470322;214,7724714;225,724993;233,0085407;197,3934263;240,8664999;265,9755609;264,7598593
Annex_I;OECD_Europe;ESP;Spain;CO2;144262,7982;140882,4552;153238,7209;166121,3971;178550,5917;184417,3013;202622,3971;194574,8701;193408,0075;205161,4666;214933,285;220606,7413;214153,5159;217304,8852;206432,1598;199700,4276;203571,9573;204761,2737;208937,0701;227250,5305;231818,5414;239520,7263;247751,6744;233105,1429;243967,8838;256446,3954;247453,714;267106,5573;275119,1087;297101,967;313239,9025;313915,496;331324,6142;339731,4664;355442,3558;370427,7714;361521,5205;374686,9236;343093,0673;303775,8472;291243,1108;293161,7808;287397,0887;260597,8291;258015,4687;275078,5905;266531,1057;281695,4093;275130,0605;257725,8505;218744,2183;237586,8759;235471,1512;217261,7218
Annex_I;Central Europe;EST;Estonia;CO2;21264,05636;21289,37711;23155,76476;26464,63245;29486,72524;32073,94837;33672,95684;35047,82956;37322,64606;38819,29808;40285,59757;41350,7809;41515,82255;41252,18472;40214,22947;39379,44266;38361,42084;37733,50416;35806,88396;32557,55933;39484,06886;36041,56626;26134,08866;21356,36223;21962,40477;20004,18297;20977,65108;20543,69683;18612,88707;17139,02507;17376,50499;17759,23677;16998,82754;19030,53456;19402,39495;19377,59495;18715,99506;22261,38859;20135,54388;16811,39269;21557,9552;21673,616;20523,59716;22914,40688;21920,75502;19990,96083;19979,76075;21222,72134;22358,83752;14707,78834;11480,79108;12309,53615;12588,15637;11436,36893
Non-Annex_I;Eastern_Africa;ETH;Ethiopia;CO2;1167,052028;1170,817617;1087,010532;1187,202621;1201,757118;1069,122937;1064,379424;1135,638936;1171,844274;1217,516123;1252,676345;1361,889727;1249,394839;1334,14284;1241,666935;1291,150397;1622,008166;1899,228741;1983,249351;2091,530227;2186,123504;2165,353941;1695,728009;2158,780711;2496,108795;2826,158296;3186,803207;3332,859305;3541,451165;3495,606277;3875,971752;4786,984946;4920,840444;5259,560747;5730,118047;5471,389049;5792,87304;6348,477787;6862,059553;6905,779698;6876,515553;7959,15793;8986,762809;10442,22132;12404,59821;13509,6315;16031,58005;15868,79124;17465,16072;18829,44164;16877,35751;17277,08185;16539,06439;16707,6921
Annex_I;OECD_Europe;FIN;Finland;CO2;41242,20898;40655,44119;44347,85687;48420,89299;44608,27588;44761,03109;51000,30508;50676,64624;57125,46261;56890,75814;57417,56863;48009,17969;46263,09131;44677,23296;46021,17805;50455,78289;50561,20548;55223,15759;53867,36207;53888,54274;56221,52851;56906,87976;54090,2387;55364,57692;62090,61324;58749,00481;64934,41595;62740,64427;59539,06983;58894,48011;57525,16974;63571,46185;65721,63778;74090,1789;70449,44198;58240,91031;69849,84205;68064,46461;59823,70252;57075,48155;65842,45318;58217,07622;52320,10238;53327,23649;49437,36208;45970,95021;48803,47077;46072,9875;47434,7961;44140,6308;39464,87693;39436,3641;36153,68243;32268,87724
Non-Annex_I;Oceania;FJI;Fiji;CO2;712,6752;721,6135433;770,0516618;916,5221337;1108,613542;921,2687445;906,4785573;960,7687235;959,4071979;1027,470705;1102,417261;1125,303032;1095,733406;906,8576987;756,5710536;848,9734398;873,3728716;792,8651099;783,7468695;906,9278056;1015,033248;891,4074845;1000,478637;1083,587536;1133,412087;1123,745852;1178,020734;1216,675497;1206,19843;1292,591902;1460,587415;1582,051262;1307,614446;1521,06958;1978,566132;1730,399821;1860,294127;1723,567951;1291,235693;1062,927118;1695,862871;1244,804253;1204,449308;1372,477574;1559,034877;1616,440919;1591,797988;1749,797276;1845,059246;1918,148504;1934,759466;2028,129117;2138,61214;2210,537892
Non-Annex_I;Rest South America;FLK;Falkland Islands (Malvinas);CO2;2,933861661;2,931192728;3,568224657;3,599521932;3,207488482;3,881729753;3,519392662;3,884986418;3,885517596;3,842637451;3,798644871;3,726634133;3,483913416;3,414164128;3,795767805;4,754857072;3,832194614;4,071543236;7,729613461;11,60592563;5,681296504;5,706656462;5,747653744;5,602995099;5,709363972;11,19102681;6,738431233;12,60310707;7,087707636;7,181871686;7,198392834;7,798715203;9,072244838;10,26919878;10,92025276;11,15976197;14,18779346;14,8588657;15,63725027;17,23932892;17,08002394;12,66258058;13,44269762;15,40475255;16,2573495;17,32451554;19,19254348;17,08570114;18,48506962;21,23413744;17,22506333;19,05516024;18,50087236;19,4540802
Annex_I;OECD_Europe;FRA;France;CO2;469441,3568;481554,4969;499104,2967;535747,3182;517007,5673;476495,436;521998,5081;503432,955;521446,5316;529021,1302;507050,0431;456711,6474;435664,1947;416533,8732;404967,3183;394706,7723;382601,0081;375772,7062;375843,9202;390359,9802;385272,0254;410336,0977;396929,0138;377282,9746;373004,2061;382053,7016;396741,9119;388473,9272;410471,2819;404164,2307;401211,1512;405343,5043;399910,6069;404842,5696;405917,4935;408165,6488;397425,9028;390273,3738;383004,0674;370375,8925;377759,8295;364313,8653;366138,7775;360992,4294;328087,8918;332974,8732;335767,833;339345,8022;328630,1754;322752,334;287324,3179;319424,8074;310457,9348;282427,4667
